id,llm_error,varierr_error
88605n,"[""n"", ""c"", ""e""]",[]
72721e,"[""n"", ""c"", ""e""]",[]
49611e,"[""n"", ""c"", ""e""]",[]
16989c,"[""n"", ""c"", ""e""]","[""contradiction""]"
112349c,"[""n"", ""c"", ""e""]","[""neutral""]"
119768n,"[""n"", ""c"", ""e""]","[""entailment""]"
111680e,"[""n"", ""c"", ""e""]",[]
43440n,"[""n"", ""c"", ""e""]",[]
91709c,"[""n"", ""c"", ""e""]",[]
47798n,"[""n"", ""c"", ""e""]",[]
103364n,"[""n"", ""c"", ""e""]",[]
49462c,"[""n"", ""e""]","[""contradiction""]"
97011c,"[""n"", ""c"", ""e""]",[]
56743e,"[""n"", ""c"", ""e""]",[]
48300c,"[""n"", ""c"", ""e""]",[]
105769c,"[""n"", ""c"", ""e""]",[]
53866e,"[""n"", ""c"", ""e""]","[""entailment""]"
136752e,"[""n"", ""c"", ""e""]",[]
14388e,"[""n"", ""c"", ""e""]","[""entailment""]"
103559e,"[""n"", ""c"", ""e""]",[]
132019n,"[""n"", ""c""]",[]
118999n,"[""n"", ""c"", ""e""]","[""entailment""]"
47404e,"[""n"", ""c""]","[""entailment""]"
30171n,"[""n"", ""c"", ""e""]",[]
134514c,"[""n"", ""c"", ""e""]",[]
52542n,"[""n"", ""c"", ""e""]","[""contradiction""]"
47408n,"[""n"", ""c"", ""e""]","[""neutral""]"
135021n,"[""n"", ""c"", ""e""]","[""entailment""]"
88605e,"[""n"", ""c"", ""e""]",[]
98710n,"[""n"", ""c"", ""e""]",[]
30894c,"[""n"", ""c""]",[]
81356e,"[""n"", ""c"", ""e""]",[]
132516n,"[""n"", ""c"", ""e""]","[""entailment""]"
34176n,"[""n"", ""c"", ""e""]",[]
77116e,"[""n"", ""c"", ""e""]",[]
76947n,"[""n"", ""c"", ""e""]",[]
139635n,"[""n"", ""c"", ""e""]",[]
101245n,"[""n"", ""c"", ""e""]",[]
8545c,"[""n"", ""c"", ""e""]","[""neutral""]"
8219n,"[""n"", ""c"", ""e""]","[""entailment""]"
115247c,"[""n"", ""c"", ""e""]",[]
99708e,"[""n"", ""c"", ""e""]",[]
82415n,"[""n"", ""c"", ""e""]","[""contradiction""]"
82700c,"[""n"", ""c"", ""e""]",[]
1073c,"[""n"", ""c"", ""e""]",[]
120149c,"[""n"", ""c"", ""e""]",[]
124037n,"[""n"", ""c"", ""e""]","[""entailment""]"
92062c,"[""n"", ""c"", ""e""]",[]
131235c,"[""n"", ""c"", ""e""]",[]
46820e,"[""n"", ""c"", ""e""]","[""contradiction""]"
77590c,"[""n"", ""c"", ""e""]",[]
128542e,"[""n"", ""c"", ""e""]","[""entailment""]"
74768e,"[""n"", ""c"", ""e""]",[]
122928e,"[""n"", ""c"", ""e""]","[""entailment""]"
139409e,"[""n"", ""c"", ""e""]",[]
59208n,"[""n"", ""c"", ""e""]",[]
133597n,"[""n"", ""c"", ""e""]",[]
80517e,"[""n"", ""c"", ""e""]",[]
93236c,"[""n"", ""c"", ""e""]",[]
142643c,"[""n"", ""c"", ""e""]",[]
31113e,"[""n"", ""c"", ""e""]",[]
34776c,"[""n"", ""c"", ""e""]","[""contradiction""]"
121422c,"[""n"", ""c"", ""e""]",[]
104805e,"[""n"", ""c"", ""e""]",[]
115821n,"[""n"", ""c"", ""e""]",[]
80630e,"[""n"", ""c"", ""e""]","[""contradiction""]"
138862c,"[""n"", ""c"", ""e""]",[]
105179c,"[""n"", ""c"", ""e""]",[]
109876n,"[""n"", ""c"", ""e""]",[]
65353n,"[""n"", ""c"", ""e""]",[]
16494c,"[""n"", ""c""]",[]
60732n,"[""n"", ""c"", ""e""]",[]
88646c,"[""n"", ""c"", ""e""]",[]
53074n,"[""n"", ""c"", ""e""]",[]
61818n,"[""n"", ""c""]",[]
46003n,"[""n"", ""c"", ""e""]",[]
6386n,"[""n"", ""c"", ""e""]",[]
98739n,"[""n"", ""c"", ""e""]",[]
108624c,"[""n"", ""c"", ""e""]",[]
106013c,"[""n"", ""c"", ""e""]","[""entailment""]"
37407n,"[""n"", ""c"", ""e""]",[]
70590c,"[""n"", ""c"", ""e""]",[]
23901e,"[""n"", ""c"", ""e""]",[]
23280n,"[""n"", ""c"", ""e""]",[]
135247c,"[""n"", ""c"", ""e""]",[]
58357c,"[""n"", ""c""]",[]
19803e,"[""n"", ""c"", ""e""]",[]
144753n,"[""n"", ""c"", ""e""]",[]
15100e,"[""n"", ""c"", ""e""]",[]
28507n,"[""n"", ""c"", ""e""]",[]
123748n,"[""n"", ""c"", ""e""]",[]
111338c,"[""n"", ""c"", ""e""]",[]
52171c,"[""n"", ""c"", ""e""]",[]
90548e,"[""n"", ""c"", ""e""]",[]
81842c,"[""n"", ""c"", ""e""]",[]
91601n,"[""n"", ""c"", ""e""]",[]
118415n,"[""n"", ""c"", ""e""]",[]
113644n,"[""n"", ""c"", ""e""]",[]
47260n,"[""n"", ""c"", ""e""]",[]
129081e,"[""n"", ""c"", ""e""]",[]
18189e,"[""n"", ""c"", ""e""]",[]
91797c,"[""n"", ""c"", ""e""]",[]
917c,"[""n"", ""c"", ""e""]",[]
89995c,"[""n"", ""c"", ""e""]","[""entailment""]"
33822e,"[""n"", ""c"", ""e""]",[]
42983e,"[""n"", ""c"", ""e""]",[]
6105e,"[""n"", ""c"", ""e""]",[]
26143n,"[""n"", ""c"", ""e""]",[]
100768n,"[""n"", ""c"", ""e""]",[]
82510e,"[""n"", ""c"", ""e""]",[]
102563n,"[""n"", ""c"", ""e""]",[]
48553c,"[""n"", ""c"", ""e""]",[]
54458n,"[""n"", ""c"", ""e""]",[]
17576n,"[""n"", ""c"", ""e""]","[""contradiction"", ""entailment""]"
103431n,"[""n"", ""c"", ""e""]",[]
64123c,"[""n"", ""c"", ""e""]","[""contradiction""]"
56163c,"[""n"", ""c"", ""e""]",[]
11297c,"[""n"", ""c"", ""e""]","[""neutral""]"
32889n,"[""n"", ""c"", ""e""]",[]
19c,"[""n"", ""c"", ""e""]",[]
32754e,"[""n"", ""c"", ""e""]",[]
12815n,"[""n"", ""c"", ""e""]",[]
135898c,"[""n"", ""c"", ""e""]","[""contradiction""]"
82830n,"[""n"", ""c"", ""e""]",[]
74509n,"[""n"", ""c"", ""e""]",[]
98944c,"[""n"", ""c"", ""e""]",[]
19208c,"[""n"", ""c"", ""e""]",[]
117576e,"[""n"", ""c"", ""e""]",[]
50484c,"[""n"", ""c"", ""e""]",[]
98445c,"[""n"", ""c"", ""e""]","[""contradiction""]"
7856c,"[""n"", ""c"", ""e""]",[]
8257n,"[""n"", ""c"", ""e""]",[]
141110n,"[""n"", ""c"", ""e""]","[""entailment""]"
84055n,"[""n"", ""c"", ""e""]","[""contradiction"", ""entailment""]"
143789n,"[""n"", ""c"", ""e""]",[]
13911n,"[""n"", ""c"", ""e""]","[""contradiction""]"
122062n,"[""n"", ""c"", ""e""]",[]
49396e,"[""n"", ""c"", ""e""]",[]
73444n,"[""n"", ""c"", ""e""]",[]
79106e,"[""n"", ""c"", ""e""]",[]
82230e,"[""n"", ""c"", ""e""]",[]
14280n,"[""n"", ""c"", ""e""]",[]
19668c,"[""n"", ""c"", ""e""]","[""neutral""]"
12562n,"[""n"", ""c"", ""e""]","[""entailment""]"
111693e,"[""n"", ""c"", ""e""]","[""entailment""]"
124839c,"[""n"", ""c"", ""e""]",[]
72870n,"[""n"", ""c"", ""e""]",[]
129601n,"[""n"", ""c"", ""e""]",[]
26372n,"[""n"", ""c"", ""e""]","[""entailment""]"
74534n,"[""n"", ""c"", ""e""]",[]
63469c,"[""n"", ""c"", ""e""]",[]
141321n,"[""n"", ""c"", ""e""]",[]
68946c,"[""n"", ""c"", ""e""]",[]
41975c,"[""n"", ""c"", ""e""]",[]
100349e,"[""n"", ""c"", ""e""]",[]
107399c,"[""n"", ""c"", ""e""]",[]
131623c,"[""n"", ""c"", ""e""]","[""contradiction""]"
58954c,"[""n"", ""c"", ""e""]",[]
74377e,"[""n"", ""c"", ""e""]",[]
130680e,"[""n"", ""c"", ""e""]",[]
49227n,"[""n"", ""c"", ""e""]",[]
124853e,"[""n"", ""c"", ""e""]","[""contradiction""]"
117892n,"[""n"", ""c"", ""e""]",[]
111243n,"[""n"", ""c"", ""e""]",[]
77654e,"[""n"", ""c"", ""e""]",[]
110061n,"[""n"", ""c"", ""e""]",[]
29844c,"[""n"", ""c"", ""e""]",[]
27335e,"[""n"", ""c"", ""e""]",[]
87332c,"[""n"", ""c"", ""e""]","[""entailment""]"
53499c,"[""n"", ""c"", ""e""]","[""entailment""]"
65199n,"[""n"", ""c"", ""e""]",[]
88050c,"[""n"", ""c"", ""e""]",[]
34094e,"[""n"", ""c"", ""e""]",[]
72875e,"[""n"", ""c"", ""e""]",[]
19921n,"[""n"", ""c"", ""e""]",[]
23583e,"[""n"", ""c"", ""e""]",[]
91106n,"[""n"", ""c""]",[]
9557e,"[""n"", ""c"", ""e""]","[""entailment""]"
15537n,"[""n"", ""c"", ""e""]","[""entailment""]"
3476n,"[""n"", ""c"", ""e""]",[]
56124n,"[""n"", ""c"", ""e""]","[""entailment""]"
5193n,"[""n"", ""c""]",[]
106390n,"[""n"", ""c"", ""e""]",[]
54327n,"[""n"", ""c"", ""e""]",[]
2870n,"[""n"", ""c"", ""e""]",[]
63218n,"[""n"", ""c"", ""e""]",[]
144753c,"[""n"", ""c"", ""e""]",[]
73191n,"[""n"", ""c"", ""e""]","[""contradiction""]"
62273n,"[""n"", ""c"", ""e""]",[]
58016c,"[""n"", ""c"", ""e""]",[]
45605n,"[""n"", ""c"", ""e""]",[]
82174e,"[""n"", ""c"", ""e""]",[]
123703e,"[""n"", ""c"", ""e""]",[]
127410n,"[""n"", ""c"", ""e""]",[]
55572n,"[""n"", ""c"", ""e""]",[]
45774c,"[""n"", ""c"", ""e""]","[""contradiction""]"
130869n,"[""n"", ""c"", ""e""]",[]
93955n,"[""n"", ""c"", ""e""]","[""entailment""]"
72870c,"[""n"", ""c"", ""e""]","[""contradiction"", ""entailment""]"
77025c,"[""n"", ""c"", ""e""]",[]
69975n,"[""n"", ""c"", ""e""]",[]
125238c,"[""n"", ""c"", ""e""]",[]
27022c,"[""n"", ""c"", ""e""]",[]
66689c,"[""n"", ""c"", ""e""]","[""neutral""]"
112547n,"[""n"", ""c""]","[""entailment""]"
129081n,"[""n"", ""c"", ""e""]",[]
45306n,"[""n"", ""c"", ""e""]",[]
76957c,"[""n"", ""c"", ""e""]",[]
2262n,"[""n"", ""c"", ""e""]","[""entailment""]"
40710n,"[""n"", ""c"", ""e""]",[]
21957n,"[""n"", ""c"", ""e""]",[]
14126e,"[""n"", ""c"", ""e""]",[]
79013n,"[""n"", ""c"", ""e""]","[""entailment"", ""neutral""]"
38156n,"[""n"", ""c"", ""e""]",[]
25304n,"[""n"", ""c"", ""e""]","[""neutral""]"
111338e,"[""n"", ""c"", ""e""]",[]
75259c,"[""n"", ""c"", ""e""]","[""contradiction""]"
53211n,"[""n"", ""c"", ""e""]","[""entailment""]"
123267e,"[""n"", ""c"", ""e""]",[]
80808n,"[""n"", ""c"", ""e""]","[""neutral""]"
72740c,"[""n"", ""c"", ""e""]",[]
71251n,"[""n"", ""c""]",[]
117680c,"[""n"", ""c"", ""e""]",[]
80930n,"[""n"", ""c"", ""e""]",[]
98844n,"[""n"", ""c"", ""e""]",[]
127073c,"[""n"", ""c"", ""e""]","[""contradiction""]"
61216c,"[""n"", ""c"", ""e""]",[]
102857n,"[""n"", ""c"", ""e""]","[""contradiction""]"
133243e,"[""n"", ""c"", ""e""]",[]
144408n,"[""n"", ""c"", ""e""]",[]
104412e,"[""n"", ""c""]","[""contradiction""]"
129601e,"[""n"", ""c"", ""e""]",[]
62238e,"[""n"", ""c"", ""e""]","[""entailment""]"
51353e,"[""n"", ""c"", ""e""]",[]
108027n,"[""n"", ""c"", ""e""]",[]
95883e,"[""n"", ""c"", ""e""]",[]
26495e,"[""n"", ""c"", ""e""]",[]
67836n,"[""n"", ""c"", ""e""]",[]
21340n,"[""n"", ""c"", ""e""]","[""contradiction""]"
114971e,"[""n"", ""c"", ""e""]",[]
103354n,"[""n"", ""c"", ""e""]","[""contradiction""]"
11971n,"[""n"", ""c""]",[]
83722e,"[""n"", ""c"", ""e""]",[]
38527n,"[""n"", ""c"", ""e""]",[]
59934n,"[""n"", ""c"", ""e""]","[""entailment""]"
10916n,"[""n"", ""c"", ""e""]",[]
34043c,"[""n"", ""c"", ""e""]","[""contradiction""]"
117089n,"[""n"", ""c"", ""e""]",[]
121910c,"[""n"", ""c"", ""e""]",[]
113668n,"[""n"", ""c"", ""e""]","[""contradiction"", ""entailment""]"
128176e,"[""n"", ""c"", ""e""]","[""entailment""]"
122322e,"[""n"", ""c"", ""e""]",[]
53619c,"[""n"", ""c"", ""e""]","[""entailment""]"
27287c,"[""n"", ""c"", ""e""]",[]
125700e,"[""n"", ""c"", ""e""]",[]
96946n,"[""n"", ""c"", ""e""]",[]
17660e,"[""n"", ""c""]",[]
107252c,"[""n"", ""c"", ""e""]",[]
113967e,"[""n"", ""c"", ""e""]",[]
129464c,"[""n"", ""c"", ""e""]",[]
82528c,"[""n"", ""c"", ""e""]","[""entailment""]"
134356n,"[""n"", ""c"", ""e""]",[]
102075c,"[""n"", ""c"", ""e""]",[]
96956c,"[""n"", ""c"", ""e""]",[]
24163e,"[""n"", ""c"", ""e""]",[]
31775c,"[""n"", ""c"", ""e""]",[]
8487n,"[""n"", ""c"", ""e""]","[""neutral""]"
46576e,"[""n"", ""c"", ""e""]",[]
83247e,"[""n"", ""c"", ""e""]",[]
80109n,"[""n"", ""c"", ""e""]","[""neutral""]"
52854n,"[""n"", ""c"", ""e""]",[]
133274n,"[""n"", ""c"", ""e""]",[]
120070n,"[""n"", ""c"", ""e""]",[]
129185n,"[""n"", ""c"", ""e""]",[]
49172n,"[""n"", ""c"", ""e""]",[]
140782c,"[""n"", ""c"", ""e""]",[]
45443c,"[""n"", ""c"", ""e""]",[]
22938e,"[""n"", ""c"", ""e""]",[]
67571c,"[""n"", ""c"", ""e""]",[]
5087e,"[""n"", ""c"", ""e""]",[]
23769n,"[""n"", ""c"", ""e""]",[]
13760n,"[""n"", ""c"", ""e""]",[]
2133n,"[""n"", ""c"", ""e""]",[]
117093n,"[""n"", ""c"", ""e""]",[]
112402c,"[""n"", ""c"", ""e""]",[]
32754n,"[""n"", ""c"", ""e""]","[""contradiction""]"
120896n,"[""n"", ""c"", ""e""]","[""neutral""]"
25437n,"[""n"", ""c"", ""e""]",[]
56895c,"[""n"", ""c"", ""e""]",[]
43094c,"[""n"", ""c"", ""e""]",[]
21834e,"[""n"", ""c"", ""e""]","[""neutral""]"
139836n,"[""n"", ""c"", ""e""]","[""neutral""]"
57454e,"[""n"", ""c"", ""e""]",[]
34573n,"[""n"", ""c"", ""e""]","[""contradiction""]"
52278e,"[""n"", ""c"", ""e""]",[]
11618c,"[""n"", ""c"", ""e""]",[]
118460n,"[""n"", ""c"", ""e""]","[""contradiction"", ""entailment""]"
54383c,"[""n"", ""c"", ""e""]",[]
123751n,"[""n"", ""c"", ""e""]",[]
43891n,"[""n"", ""c"", ""e""]",[]
113039e,"[""n"", ""c""]",[]
83900e,"[""n"", ""c"", ""e""]",[]
10119e,"[""n"", ""c"", ""e""]","[""entailment""]"
21810n,"[""n"", ""c"", ""e""]",[]
35700c,"[""n"", ""c"", ""e""]",[]
109278n,"[""n"", ""c"", ""e""]","[""neutral""]"
138530e,"[""n"", ""c"", ""e""]","[""contradiction""]"
13387e,"[""n"", ""c"", ""e""]",[]
58557e,"[""n"", ""c"", ""e""]",[]
36811c,"[""n"", ""c"", ""e""]",[]
73840n,"[""n"", ""c"", ""e""]",[]
31249e,"[""n"", ""c"", ""e""]",[]
91913n,"[""n"", ""c"", ""e""]","[""contradiction""]"
100895c,"[""n"", ""c"", ""e""]",[]
837n,"[""n"", ""c"", ""e""]",[]
140005c,"[""n"", ""c"", ""e""]",[]
38475c,"[""n"", ""c"", ""e""]",[]
141293e,"[""n"", ""c"", ""e""]",[]
30139n,"[""n"", ""c"", ""e""]",[]
30380c,"[""n"", ""c"", ""e""]","[""entailment""]"
22436n,"[""n"", ""c"", ""e""]",[]
76037n,"[""n"", ""c"", ""e""]","[""contradiction""]"
28456n,"[""n"", ""c"", ""e""]",[]
46198c,"[""n"", ""c"", ""e""]",[]
100136e,"[""n"", ""c"", ""e""]",[]
24103n,"[""n"", ""c"", ""e""]",[]
142729c,"[""n"", ""c"", ""e""]",[]
96516e,"[""n"", ""c"", ""e""]",[]
52761e,"[""n"", ""c"", ""e""]",[]
21297n,"[""n"", ""c"", ""e""]",[]
98487c,"[""n"", ""c"", ""e""]",[]
17179n,"[""n"", ""c""]",[]
132539e,"[""n"", ""c"", ""e""]",[]
23642n,"[""n"", ""c"", ""e""]",[]
84781e,"[""n"", ""c"", ""e""]",[]
15771c,"[""n"", ""c"", ""e""]",[]
134655c,"[""n"", ""c"", ""e""]",[]
33822n,"[""c"", ""e""]",[]
125021c,"[""n"", ""c"", ""e""]",[]
133005n,"[""n"", ""c"", ""e""]",[]
65650e,"[""n"", ""c"", ""e""]",[]
3545n,"[""n"", ""c"", ""e""]",[]
105196n,"[""n"", ""c"", ""e""]",[]
144753e,"[""n"", ""c"", ""e""]",[]
114458e,"[""n"", ""c"", ""e""]","[""neutral""]"
49237c,"[""n"", ""c"", ""e""]",[]
70047c,"[""n"", ""c"", ""e""]",[]
137319n,"[""n"", ""c"", ""e""]",[]
63013n,"[""n"", ""c"", ""e""]",[]
79507e,"[""n"", ""c"", ""e""]",[]
121910e,"[""n"", ""c"", ""e""]","[""contradiction""]"
120323n,"[""n"", ""c"", ""e""]",[]
50480n,"[""n"", ""c"", ""e""]","[""entailment""]"
123027n,"[""n"", ""c"", ""e""]",[]
85279n,"[""n"", ""c"", ""e""]",[]
121360c,"[""n"", ""c"", ""e""]","[""contradiction""]"
56582n,"[""n"", ""c"", ""e""]",[]
46650n,"[""n"", ""c""]",[]
81579e,"[""n"", ""c"", ""e""]","[""contradiction""]"
23414c,"[""n"", ""c"", ""e""]",[]
36715e,"[""n"", ""c"", ""e""]",[]
114492n,"[""n"", ""c"", ""e""]",[]
136097n,"[""n"", ""c"", ""e""]",[]
101253c,"[""n"", ""c"", ""e""]",[]
97520e,"[""n"", ""c"", ""e""]",[]
97569e,"[""n"", ""c"", ""e""]",[]
23751c,"[""n"", ""c"", ""e""]",[]
103169n,"[""n"", ""c"", ""e""]","[""contradiction"", ""neutral""]"
134217e,"[""n"", ""c"", ""e""]","[""entailment"", ""neutral""]"
11601n,"[""n"", ""c"", ""e""]",[]
46059c,"[""n"", ""c"", ""e""]","[""entailment""]"
82156e,"[""n"", ""c"", ""e""]",[]
30894n,"[""n"", ""c"", ""e""]",[]
122645n,"[""n"", ""c"", ""e""]","[""contradiction""]"
26142n,"[""n"", ""c"", ""e""]",[]
66225n,"[""n"", ""c"", ""e""]",[]
134103n,"[""n"", ""c"", ""e""]",[]
117177n,"[""n"", ""c"", ""e""]",[]
78105e,"[""n"", ""c"", ""e""]",[]
23280e,"[""n"", ""c"", ""e""]",[]
9393n,"[""n"", ""c"", ""e""]","[""contradiction""]"
82510c,"[""n"", ""c"", ""e""]","[""neutral""]"
14459n,"[""n"", ""c"", ""e""]",[]
70711c,"[""n"", ""c"", ""e""]",[]
77893n,"[""n"", ""c"", ""e""]","[""contradiction""]"
20181n,"[""n"", ""c"", ""e""]",[]
137715n,"[""n"", ""c"", ""e""]",[]
109679n,"[""n"", ""c"", ""e""]","[""neutral""]"
123891c,"[""n"", ""c"", ""e""]",[]
16086n,"[""n"", ""c"", ""e""]",[]
91650n,"[""n"", ""c"", ""e""]",[]
85428e,"[""n"", ""c"", ""e""]",[]
118403n,"[""n"", ""c"", ""e""]",[]
105561e,"[""n"", ""c"", ""e""]","[""entailment""]"
11303n,"[""n"", ""c"", ""e""]",[]
11534n,"[""n"", ""c"", ""e""]",[]
46198n,"[""n"", ""c"", ""e""]",[]
125013e,"[""n"", ""c"", ""e""]",[]
44747n,"[""n"", ""c"", ""e""]",[]
19768c,"[""n"", ""c"", ""e""]",[]
53468n,"[""n"", ""c"", ""e""]","[""contradiction""]"
136752n,[],"[""entailment""]"
10724n,"[""n"", ""c"", ""e""]",[]
17753n,"[""n"", ""c"", ""e""]",[]
130928n,"[""n"", ""c"", ""e""]",[]
66858n,"[""n"", ""c"", ""e""]",[]
28601n,"[""n"", ""c"", ""e""]",[]
92774n,"[""n"", ""c"", ""e""]",[]
142604e,"[""n"", ""c"", ""e""]","[""contradiction""]"
42860n,"[""n"", ""c"", ""e""]",[]
77299n,"[""n"", ""c"", ""e""]",[]
13765c,"[""n"", ""c"", ""e""]","[""contradiction"", ""entailment""]"
139362e,"[""n"", ""c"", ""e""]","[""entailment""]"
116176c,"[""n"", ""c"", ""e""]","[""contradiction""]"
110234e,"[""n"", ""c"", ""e""]","[""contradiction""]"
84781c,"[""n"", ""c"", ""e""]","[""contradiction""]"
41052n,"[""n"", ""c"", ""e""]",[]
128160n,"[""n"", ""c"", ""e""]",[]
123038e,"[""n"", ""c"", ""e""]",[]
98621n,"[""n"", ""c"", ""e""]",[]
97926c,"[""n"", ""c"", ""e""]",[]
98561e,"[""n"", ""c"", ""e""]",[]
86429n,"[""n"", ""c"", ""e""]",[]
105911c,"[""n"", ""c"", ""e""]",[]
126486n,"[""n"", ""c"", ""e""]",[]
127809n,"[""n"", ""c"", ""e""]",[]
28306c,"[""n"", ""c"", ""e""]","[""entailment""]"
